Date,Open,High,Low,Close,Volume,RSI,MACD,Sentiment,Target
2010-01-01,100.30917173421129,102.74124237173825,99.82283699810064,101.38132996708993,743835,75.9057998257416,0.0,0.05808927214891768,0
2010-01-04,101.14750930617701,101.68125680404731,99.24447377900276,100.39654146029804,2693069,81.4441265603136,-0.07855862732243679,0.7512185720066489,1
2010-01-05,101.56749105830428,103.94966755417656,101.50934679374309,103.01215617197292,3027306,71.54401809762206,0.06944087103232732,0.979722769318842,1
2010-01-06,104.2478144292228,106.65255913217409,102.76008229068431,105.84634281172957,4341338,73.68354819253425,0.41069250771784027,-0.8580076788668849,0
2010-01-07,105.33943956545403,105.9835920693136,103.51754094282653,104.72146468986253,2106182,72.67517872257504,0.5836407773627599,0.2644564964569811,0
2010-01-08,103.7066219112792,106.24132388282912,103.1063461651336,104.40521900083856,3688429,62.47055213385788,0.687262805141188,-0.06307588433067668,1
2010-01-11,106.9709128007489,108.26717197873765,105.1395290696598,106.59795458564325,3909135,65.15128123802471,0.9355351777709302,0.078399581704798,1
2010-01-12,108.46302899171178,111.08140285990174,107.75908446166814,109.60306031994946,1756061,55.483690939074044,1.3591127342457554,-0.5965601792394075,0
2010-01-13,107.27669299270993,109.4981996175366,106.06085695899915,107.79396969549242,915340,46.91370814119807,1.5311721063505956,0.7887079535815347,1
2010-01-14,108.83022899803237,110.67957199273444,106.81821594617121,109.00393023322773,3990597,46.38785081489355,1.7450482714788649,-0.42641817172048846,0
2010-01-15,107.89097248995508,110.28450477668808,105.94943315292944,108.78064502059546,4812782,39.36583207906553,1.8749165517371296,-0.7212937632940732,0
2010-01-18,106.92043059263204,109.23809271690835,105.03902586635782,106.11542800017854,1397156,34.07853688512294,1.7426887292083393,0.4177081117636523,1
2010-01-19,108.41944737865491,109.28997602198555,106.90957674461129,107.57554508570036,4589328,32.61045716016389,1.7357083083603726,0.9608482711786672,0
2010-01-20,103.43979465241777,105.76666680272251,103.10059745988143,104.01382470088205,2365777,30.947242157999028,1.4263333233417228,-0.5192462496192238,0
2010-01-21,99.3712135466884,101.67709471046588,99.19691565852531,99.62907573909979,1705417,29.868028691470244,0.8179104597992648,-0.062054202011100346,0
2010-01-22,98.5427546839997,100.78063617851764,98.61398490912612,98.32248147857202,3420481,21.10743476554869,0.22767522159942644,-0.870453834228387,0
2010-01-25,97.60321258399624,97.78435870426632,95.65935895781077,97.23008670425264,3129300,22.294439137666387,-0.32449698658376747,-0.33304899682828504,1
2010-01-26,97.97043030866887,98.46842893203994,96.49914896349941,97.88377121109853,4109935,15.635128680446911,-0.7012667960206755,0.6115663361690682,0
2010-01-27,96.87613455247978,98.13151575337008,94.35861311991113,95.63316595695044,2630271,15.612656273200628,-1.1680006351295447,0.7631106487511887,0
2010-01-28,93.53692775670861,93.76740085369184,92.05048046498746,93.9125200963924,2948315,19.03163375252869,-1.6576242456994805,-0.531276343956165,1
2010-01-29,95.46783842696738,96.91815333143516,94.6078470741891,95.68152425313276,1338964,12.37851378456881,-1.8812250420960765,0.09486325521298666,0
2010-02-01,94.86909091645148,97.71946779709776,94.45831294747876,95.66076142850841,4358805,15.169310935163352,-2.036628682922739,0.5696531331252526,0
2010-02-02,95.80437843920167,96.26515078982924,94.8724427041261,95.13628896654369,4710519,17.750699983134325,-2.17701248756849,-0.9630095288452987,0
2010-02-03,93.2438879884305,93.97817117383754,91.11462915387018,91.9356831271085,2527682,19.609447770913818,-2.5175095241254297,-0.5753913501467482,0
2010-02-04,91.15587054303252,93.4926743827487,89.97772526409709,91.67665277448931,1838577,18.9277758071606,-2.7762545293390986,-0.9253221076498122,1
2010-02-05,92.24982826728062,93.73734210945378,89.88797886101568,92.10033899304558,1681670,30.820984810144793,-2.9135384159397546,-0.7463516840239963,0
2010-02-08,90.47451245952989,91.79876090812952,87.49495152536312,90.27381480432072,1440683,39.844927089312094,-3.133599932850629,-0.6446718337246893,1
2010-02-09,90.950988984548,92.00770363734627,88.58692731962608,90.39339517695771,4658301,37.44995170797042,-3.2607630866547623,-0.9408356616125118,0
2010-02-10,89.62295591028793,90.81337748758625,87.4195775751293,88.85203810803567,3642018,34.7137471202182,-3.446189903974812,-0.12423934058089303,1
2010-02-11,89.28984835795761,90.66180740001917,88.09783491826482,88.91965959255315,3373846,32.103663170222845,-3.546800199076287,-0.17490342462782227,0
2010-02-12,86.71593844258642,89.00502195101153,86.78821454156262,87.27012336677913,1429255,35.286126670696746,-3.716793488757986,-0.41664478177327857,1
2010-02-15,90.61999230511924,92.92931156662408,89.0872039727151,90.67917884104357,1709370,33.90574004974759,-3.5356750483820036,-0.363536295652213,1
2010-02-16,90.26153393807255,93.48088308053107,90.2194324207737,92.00603091680271,523377,29.965474473372538,-3.247634793629345,0.07426653672959715,0
2010-02-17,88.35986897696269,90.37281510133391,87.858782965675,89.14329467239996,3380884,29.391927823207865,-3.213318570301098,0.6096192827739926,1
2010-02-18,91.5413675956546,91.985253052154,89.92440820296379,90.11595745231855,1203220,37.71880536961178,-3.0722222924259057,0.9502356314579874,0
2010-02-19,87.71760546620813,88.78041359410304,87.38301167322366,88.61513827892152,3995960,37.94413279119622,-3.046389162140244,0.6337041035817064,1
2010-02-22,89.01523723307474,90.41789532342548,86.6402083296426,89.2971980282488,583214,39.70119435382218,-2.937023519808946,-0.2203611614441241,0
2010-02-23,85.15483705089423,85.33124636743773,83.74798331359239,85.28877006357833,2185746,38.77211187507404,-3.1376284693543397,0.7510672082420211,0
2010-02-24,82.40598137366578,83.62362743428324,80.71726052229822,82.31440527690721,2243258,35.23250961496305,-3.496312404608929,0.6483668347880511,1
2010-02-25,82.61689502403658,84.6175205046293,81.70571018044637,82.5482961952263,1216317,23.163336741570504,-3.718830600801624,0.8244454692245566,1
2010-02-26,83.95824678144929,85.585828227595,82.13012627392347,84.54063345268278,277866,21.737349723593056,-3.6918554963600343,-0.8688821305982912,1
2010-03-01,84.1685643324973,85.36799497936896,82.37218318066866,84.74496705715934,3469658,32.02349730081541,-3.6123486113679633,-0.29301264333179833,0
2010-03-02,84.9312234773957,86.16976292705789,82.87404144836171,84.2403803206373,4050508,30.19964716476288,-3.549142459813325,-0.9069393934222789,0
2010-03-03,82.51424741473485,84.53465270114563,81.42572540073506,83.81065982249474,1979899,26.675005525503366,-3.493455600643003,-0.3571146001183647,0
2010-03-04,79.64515396429954,82.5042382741375,79.55836140840145,79.87542640118303,3154012,25.21759716360465,-3.7239365895954677,-0.43879783290930896,0
2010-03-05,79.08351122646158,80.81900320583675,77.21467857125597,78.1383533718722,1619882,29.743024221555956,-4.000644767442338,0.8208629270557406,1
2010-03-08,77.83822891714509,79.01720134703271,76.2172795906958,79.03948095905491,2737490,33.642284100090976,-4.099962708744357,0.8898419537852,1
2010-03-09,80.10791363218104,82.6017209556629,77.85413845039699,81.16202259635988,3878261,34.398601929929384,-3.9617331280564088,0.3901429753439214,1
2010-03-10,81.97438682422934,81.87997715102584,80.01404645473802,81.55463134707276,2366313,37.78710485992892,-3.776966426571036,-0.4344067986116227,0
2010-03-11,78.00287887277844,79.93178362266734,76.76518851430049,77.19721787939703,768695,42.05272157335662,-3.936763772668357,-0.986154931407953,1
2010-03-12,78.85559332515203,78.61539839048545,77.074706568596,77.40227880577494,340021,39.62896230253151,-4.000739582205426,0.3411094436325781,0
2010-03-15,77.06776198083418,78.35757960662876,76.58488845917871,77.04527709445763,2565595,40.38985479274996,-4.033749374828659,-0.001201114341557119,0
2010-03-16,75.4558897317434,76.87648944627944,75.13738023474242,76.4292357852446,4506675,51.10971710732311,-4.062785990583762,-0.58530458905302,1
2010-03-17,77.73610236605766,77.7281082497537,76.03189240570083,76.87052135975368,242346,60.37874227769858,-4.004033652361727,-0.648476905949491,1
2010-03-18,79.8772726629189,81.2268562746993,77.93413898096067,79.85394636055155,3570450,52.21207927773776,-3.674378587852175,0.11974644800141965,1
2010-03-19,81.22447760458543,83.01153231683625,78.8172322611343,81.4707073216577,2630082,49.52162771602971,-3.245256183286628,-0.7394985274104806,0
2010-03-22,80.2381286954864,81.53094759490165,78.55501412319174,79.70620488941765,1525314,40.12083942959672,-3.012824223497603,0.09812299288763482,0
2010-03-23,79.76247142808002,79.84121800741849,76.38430296264693,79.68829460780603,1515001,44.88262917505315,-2.797813972925397,0.8320558379762002,1
2010-03-24,79.43238913415911,80.87901811146243,77.37004135750415,80.27718035767086,2564173,50.89760631938718,-2.5504980874687675,0.5829429330010487,1
2010-03-25,80.88677136710267,83.25966507478431,79.17849525175433,81.86476896526638,1296710,54.93487163318254,-2.201021330023977,0.882858503778023,0
2010-03-26,80.51731576995326,81.86262656362692,78.12420157637014,79.8815846225528,4427828,57.86563295045747,-2.060334629108212,-0.5034418982224369,1
2010-03-29,81.09083804987426,82.00642314315883,78.10528920824075,80.98962005196523,144197,60.00123887645599,-1.8382401183053076,0.9041991923516199,0
2010-03-30,77.48495537387709,79.66704847139181,75.8215419912768,77.3533465576448,2097299,56.469260331504415,-1.933358941373541,-0.04963222746974716,0
2010-03-31,75.7418870538152,76.23598401239394,74.13105181313836,75.25185471697856,2606147,51.405426170842,-2.1534900300257647,0.26132578910709925,1
2010-04-01,77.51970737927789,79.19382629329193,75.61083958178551,77.78530240187551,1234349,57.113381622006614,-2.0993178194335655,-0.4120522064959806,1
2010-04-02,79.2720776969702,81.78557282646467,77.47924925474638,79.26153432382338,2482358,61.24658206920272,-1.915189263863411,0.9884829707908769,1
2010-04-05,79.8771181107633,81.51186864035378,78.44368804201368,79.97740634535941,472807,58.62053373081074,-1.691996880842737,-0.12447090372022074,1
2010-04-06,81.33627967284124,82.51745287344502,81.1233715147746,81.6229384215658,779123,64.21758388949206,-1.366581521903015,-0.6249637304171214,1
2010-04-07,83.13895692917178,83.46653060858903,80.40502894004875,82.67860432886411,333262,55.27549465994961,-1.01184022503584,0.1478767532971248,0
2010-04-08,81.56980534320013,82.42665226496324,79.493983178353,82.05639974376356,3630303,54.82426106934406,-0.7720126206033484,-0.4888407119436189,1
2010-04-09,82.51562226776285,82.92294865611775,79.73333748811825,82.47981797060912,2584654,64.36191697536637,-0.541538683130355,-0.1280323490620443,1
2010-04-12,84.33852733492071,85.89478312708907,84.28806001251488,84.53080781787516,2124192,65.19780536986036,-0.19118482768578815,-0.5838933468642387,0
2010-04-13,83.93665987888802,86.97822580784045,83.12504648656531,83.9820590010992,4911561,62.16542048807101,0.04171284379077633,-0.22646968173037374,1
2010-04-14,88.69784914876466,89.77326227186532,87.0013860031634,88.9308864449069,4058296,52.35569608836039,0.6184854270030513,-0.8149482428774879,0
2010-04-15,82.53081597179829,84.38825183406593,80.45077038197645,82.92765242389677,4388879,49.16187220196048,0.5844340483337618,-0.430411588669829,1
